wrong_name;official_name
Nintendo Famicom Disk System All Games;Nintendo Famicom Disk System
Nintendo Game Boy Advance All Games;Nintendo Game Boy Advance
Nintendo Game Boy All Games;Nintendo Game Boy
Nintendo Game Boy Color All Games;Nintendo Game Boy Color
Nintendo GameCube All Games;Nintendo GameCube
Nintendo Pokemon Mini All Games;Nintendo Pokemon Mini
Nintendo Satellaview All Games;Nintendo Satellaview
Nintendo Sufami Turbo All Games;Nintendo Sufami Turbo
Nintendo Super Game Boy All Games;Nintendo Super Game Boy
Nintendo Switch All Games;Nintendo Switch
Nintendo Virtual Boy All Games;Nintendo Virtual Boy
Nintendo Wii All Games;Nintendo Wii
Nintendo Wii U All Games;Nintendo Wii U
Nintendo WiiWare All Games;Nintendo WiiWare
Nokia N-Gage All Games;Nokia N-Gage
OpenBOR All Games;OpenBor
PC Engine SuperGrafx All Games;NEC SuperGrafx
Philips CD-i All Games;Philips CD-i
RCA Studio II All Games;RCA Studio II
Sammy Atomiswave All Games;Sammy Atomiswave
Sega 32X All Games;Sega 32X
Sega CD All Games;Sega CD
Sega Dreamcast All Games;Sega Dreamcast
Sega Game Gear All Games;Sega Game Gear
Sega Genesis All Games;Sega Genesis
Sega Mark III All Games;Sega Mark III
Sega Master System All Games;Sega Master System
Sega Mega Drive All Games;Sega Mega Drive
Sega Model 1 All Games;Sega Model 1
Sega Model 2 All Games;Sega Model 2
Sega Model 3 All Games;Sega Model 3
Sega Naomi All Games;Sega Naomi
Sega Saturn All Games;Sega Saturn
Sega SC-3000 All Games;Sega SC-3000
Sega SG-1000 All Games;Sega SG-1000
Sega ST-V All Games;Sega ST-V
Sharp X1 All Games;Sharp X1
Sharp X68000 All Games;Sharp X68000
Sinclair ZX Spectrum All Games;Sinclair ZX Spectrum
SNK Neo Geo CD All Games;SNK Neo Geo CD
SNK Neo Geo Pocket All Games;SNK Neo Geo Pocket
SNK Neo Geo Pocket Color All Games;SNK Neo Geo Pocket Color
Sony Playstation 2 All Games;Sony PlayStation 2
Sony Playstation 3 All Games;Sony PlayStation 3
Sony Playstation 4 All Games;Sony PlayStation 4
Sony Playstation All Games;Sony PlayStation
Sony Playstation Vita All Games;Sony PlayStation Vita
Sony PocketStation All Games;Sony PocketStation
Sony PSP All Games;Sony PlayStation Portable
Steam All Games;Steam
Super Famicom All Games;Nintendo Super Famicom
Super Nintendo Entertainment System All Games;Super Nintendo Entertainment System
Taito Type X All Games;Taito Type X
TEKNOPARROT All Games;TeknoParrot
TRIFORCE All Games;Sega Triforce
VTech CreatiVision All Games;VTech CreatiVision
Watara Supervision All Games;Watara Supervision
Windows All Games;PC Games
WoW Action Max All Games;WoW Action Max
Zinc All Games;ZINC
3DO Interactive Multiplayer;3DO Interactive Multiplayer
AAE;AAE
Acorn Archimedes;Acorn Archimedes
Acorn Atom;Acorn Atom
Amiga;Commodore Amiga
Amstrad â€“ CPC;Amstrad CPC
Amstrad â€“ GX4000;Amstrad GX4000
Android;Android
APF Imagination Machine;APF Imagination Machine
Arcade;Mame
Atari 2600;Atari 2600
Atari 5200;Atari 5200
Atari 7800;Atari 7800
Atari 800;Atari 800
Atari Jaguar;Atari Jaguar
Atari Jaguar CD;Atari Jaguar CD
Atari Lynx;Atari Lynx
Atari ST;Atari ST
Atari XEGS;Atari XEGS
Atomiswave;Sammy Atomiswave
Bally Astrocade;Bally Astrocade
Bandai WonderSwan;Bandai WonderSwan
Bandai WonderSwan Color;Bandai WonderSwan Color
ColecoVision;ColecoVision
Commodore 128;Commodore 128
Commodore 64;Commodore 64
Commodore Amiga CD32;Commodore Amiga CD32
DICE;DICE
Emerson Arcadia 2001;Emerson Arcadia 2001
Entex Adventure Vision;Entex Adventure Vision
Fairchild Channel F;Fairchild Channel F
Famicom;Nintendo Famicom
Game & Watch;Nintendo Game & Watch
GCE Vectrex;GCE Vectrex
Magnavox Odyssey 2;Magnavox Odyssey 2
Magnavox Odyssey;Magnavox Odyssey
MAME;Mame
Mattel Intellivision;Mattel Intellivision
Microsoft MSX;Microsoft MSX
Microsoft MSX2;Microsoft MSX2
Microsoft XBox 360;Microsoft Xbox 360
Microsoft XBox;Microsoft Xbox
Microsoft XBox One;Microsoft Xbox One
MUGEN;Mugen
NEC PC-FX;NEC PC-FX
NEC Turbo Duo;NEC Turbografx-CD
NEC TurboGrafx-16;NEC TurboGrafx-16
NEC TurboGrafx-CD;NEC TurboGrafx-CD
NESiCAxLive;NESiCAxLive
Nintendo 3DS;Nintendo 3DS
Nintendo 64;Nintendo 64
Nintendo 64DD;Nintendo 64DD
Nintendo DS;Nintendo DS
Nintendo Entertainment System;Nintendo Entertainment System
Nintendo Famicom;Nintendo Famicom
Nintendo Famicom Disk System;Nintendo Famicom Disk System
Nintendo Game Boy Advance;Nintendo Game Boy Advance
Nintendo Game Boy;Nintendo Game Boy
Nintendo Game Boy Color;Nintendo Game Boy Color
Nintendo GameCube;Nintendo GameCube
Nintendo Pokemon Mini;Nintendo Pokemon Mini
Nintendo Satellaview;Nintendo Satellaview
Nintendo Sufami Turbo;Nintendo Sufami Turbo
Nintendo Super Game Boy;Nintendo Super Game Boy
Nintendo Switch;Nintendo Switch
Nintendo Virtual Boy;Nintendo Virtual Boy
Nintendo Wii;Nintendo Wii
Nintendo Wii U;Nintendo Wii U
Nintendo WiiWare;Nintendo WiiWare
Nokia N-Gage;Nokia N-Gage
OpenBOR;OpenBor
PC Engine SuperGrafx;NEC SuperGrafx
Philips CD-i;Philips CD-i
RCA Studio II;RCA Studio II
Sammy Atomiswave;Sammy Atomiswave
Sega 32X;Sega 32X
Sega CD;Sega CD
Sega Dreamcast;Sega Dreamcast
Sega Game Gear;Sega Game Gear
Sega Genesis;Sega Genesis
Sega Mark III;Sega Mark III
Sega Master System;Sega Master System
Sega Mega Drive;Sega Mega Drive
Sega Model 1;Sega Model 1
Sega Model 2;Sega Model 2
Sega Model 3;Sega Model 3
Sega Naomi;Sega Naomi
Sega Saturn;Sega Saturn
Sega SC-3000;Sega SC-3000
Sega SG-1000;Sega SG-1000
Sega ST-V;Sega ST-V
Sharp X1;Sharp X1
Sharp X68000;Sharp X68000
Sinclair ZX Spectrum;Sinclair ZX Spectrum
SNK Neo Geo CD;SNK Neo Geo CD
SNK Neo Geo Pocket;SNK Neo Geo Pocket
SNK Neo Geo Pocket Color;SNK Neo Geo Pocket Color
Sony Playstation 2;Sony PlayStation 2
Sony Playstation 3;Sony PlayStation 3
Sony Playstation 4;Sony PlayStation 4
Sony Playstation;Sony PlayStation
Sony Playstation Vita;Sony PlayStation Vita
Sony PocketStation;Sony PocketStation
Sony PSP;Sony PlayStation Portable
Steam;Steam
Super Famicom;Nintendo Super Famicom
Super Nintendo Entertainment System;Super Nintendo Entertainment System
Taito Type X;Taito Type X
TEKNOPARROT;TeknoParrot
TRIFORCE;Sega Triforce
VTech CreatiVision;VTech CreatiVision
Watara Supervision;Watara Supervision
Windows;PC Games
WoW Action Max;WoW Action Max
Zinc;ZINC
Atari Classics;- Sub_Systems - Atari Classics
Banpresto Classics;- Sub_Systems - Banpresto Classics
Capcom Classics;- Sub_Systems - Capcom Classics
Cave Classics;- Sub_Systems - Cave Classics
Commodore Classics;- Sub_Systems - Commodore Classics
Daphne Classics;- Sub_Systems - Daphne Classics
Data East Classics;- Sub_Systems - Data East Classics
Fruit Machine Classics;- Sub_Systems - Fruit Machine Classics
Gaelco Classics;- Sub_Systems - Gaelco Classics
Irem Classics;- Sub_Systems - Irem Classics
Jaleco Classics;- Sub_Systems - Jaleco Classics
Juke Box Classics;- Sub_Systems - Juke Box Classics
Konami Classics;- Sub_Systems - Konami Classics
MAME Classics;- Sub_Systems - MAME Classics
Microsoft XBox Classics;- Sub_Systems - Microsoft XBox Classics
Midway Classics;- Sub_Systems - Midway Classics
Namco Classics;- Sub_Systems - Namco Classics
NEC Classics;- Sub_Systems - NEC Classics
Nintendo Classics;- Sub_Systems - Nintendo Classics
Pinball Classics;- Sub_Systems - Pinball Classics
Psikyo Classics;- Sub_Systems - Psikyo Classics
Sammy Atomiswave Classics;- Sub_Systems - Sammy Atomiswave Classics
Sega Classics;- Sub_Systems - Sega Classics
Slot Machine Classics;- Sub_Systems - Slot Machine Classics
SNK Classics;- Sub_Systems - SNK Classics
SNK Neo Geo MVS Classics;- Sub_Systems - SNK Neo Geo MVS Classics
Sony Classics;- Sub_Systems - Sony Classics
Sony Playstation Classics;- Sub_Systems - Sony Playstation Classics
Taito Classics;- Sub_Systems - Taito Classics
Technos Classics;- Sub_Systems - Technos Classics
Tecmo Classics;- Sub_Systems - Tecmo Classics
Toaplan Classics;- Sub_Systems - Toaplan Classics
Visco Classics;- Sub_Systems - Visco Classics
Williams Classics;- Sub_Systems - Williams Classics
Atari;- Sub_Systems - Atari Classics
Banpresto;- Sub_Systems - Banpresto Classics
Cave;- Sub_Systems - Cave Classics
Data East;- Sub_Systems - Data East Classics
Gaelco;- Sub_Systems - Gaelco Classics
Irem;- Sub_Systems - Irem Classics
Jaleco;- Sub_Systems - Jaleco Classics
Konami;- Sub_Systems - Konami Classics
MAME Classics;- Sub_Systems - MAME Classics
Midway;- Sub_Systems - Midway Classics
Psikyo;- Sub_Systems - Psikyo Classics
Slot Machine;- Sub_Systems - Slot Machine Classics
Technos;- Sub_Systems - Technos Classics
Tecmo;- Sub_Systems - Tecmo Classics
Toaplan;- Sub_Systems - Toaplan Classics
Visco;- Sub_Systems - Visco Classics
Williams;- Sub_Systems - Williams Classics
3DO-Interactive-Multiplayer;3DO Interactive Multiplayer
AAE;AAE
Acorn-Archimedes;Acorn Archimedes
Acorn-Atom;Acorn Atom
Acorn-BBC-Micro;Acorn BBC Micro
Acorn-Electron;Acorn Electron
Adobe-Flash-;Adobe Flash 
Aleck64-Arcade;Aleck64 Arcade
American-Laser-Games;American Laser Games
Amstrad-â€“-CPC;Amstrad CPC
Amstrad-â€“-GX4000;Amstrad GX4000
Amstrad-CPC;Amstrad CPC
Amstrad-GX4000;Amstrad GX4000
Android;Android
APF-Imagination-Machine;APF Imagination Machine
Apple-II;Apple II
Apple-IIe;Apple IIe
Apple-IIGS;Apple IIGS
Apple-IOS;Apple IOS
Apple-Mac-OS;Apple Mac OS
arquivo_novo_;arquivo_novo_
Atari-2600;Atari 2600
Atari-5200;Atari 5200
Atari-7800;Atari 7800
Atari-800;Atari 800
Atari-Jaguar;Atari Jaguar
Atari-Jaguar-CD;Atari Jaguar CD
Atari-Lynx;Atari Lynx
Atari-ST;Atari ST
Atari-STE;Atari STE
Atari-TT;Atari TT
Atari-XEGS;Atari XEGS
Bally-Astrocade;Bally Astrocade
Bandai-WonderSwan;Bandai WonderSwan
Bandai-WonderSwan-Color;Bandai WonderSwan Color
character;character
ColecoVision;ColecoVision
Commodore-128;Commodore 128
Commodore-16-&-Plus4;Commodore 16 & Plus4
Commodore-20;Commodore 20
Commodore-64;Commodore 64
Commodore-Amiga;Commodore Amiga
Commodore-Amiga-1200;Commodore Amiga 1200
Commodore-Amiga-500;Commodore Amiga 500
Commodore-Amiga-600;Commodore Amiga 600
Commodore-Amiga-CD32;Commodore Amiga CD32
Commodore-Amiga-CDTV;Commodore Amiga CDTV
Commodore-CDTV;Commodore CDTV
Commodore-PET;Commodore PET
Commodore-VIC-20;Commodore VIC-20
controller;controller
Daphne;Daphne
DICE;DICE
EG2000-Colour-Genie;EG2000 Colour Genie
Emerson-Arcadia-2001;Emerson Arcadia 2001
Entech-Adventure-Vision;Entech Adventure Vision
Entex-Adventure-Vision;Entex Adventure Vision
Fairchild-Channel-F;Fairchild Channel F
Fujitsu-FM-Towns;Fujitsu FM Towns
Fujitsu-FM-7;Fujitsu FM-7
Future-Pinball;Future Pinball
GamePark-GP32;GamePark GP32
GCE-Vectrex;GCE Vectrex
GOG.com;GOG.com
Interton-VC-4000;Interton VC 4000
Java-Games;Java Games
LaserDisc;LaserDisc
Magnavox-Odyssey;Magnavox Odyssey
Magnavox-Odyssey-2;Magnavox Odyssey 2
Magnavox-Odyssey2;Magnavox Odyssey2
Main;Main
Mame;Mame
Mame-Hack;Mame Hack
Mattel-Aquarius;Mattel Aquarius
Mattel-Intellivision;Mattel Intellivision
Memotech-MTX;Memotech MTX
menuextra;menuextra
menuextra_1;menuextra_1
menuextra_2;menuextra_2
menuextra_3;menuextra_3
menuextra_4;menuextra_4
menuextra_5;menuextra_5
MGT-Sam-Coupe;MGT Sam Coupe
Microsoft-MS-DOS;Microsoft MS-DOS
Microsoft-MSX;Microsoft MSX
Microsoft-MSX-Turbo-R;Microsoft MSX Turbo-R
Microsoft-MSX2;Microsoft MSX2
Microsoft-MSX2+;Microsoft MSX2+
Microsoft-Xbox;Microsoft Xbox
Microsoft-Xbox-(Cxbx);Microsoft Xbox (Cxbx)
Microsoft-Xbox-360;Microsoft Xbox 360
Microsoft-Xbox-One;Microsoft Xbox One
Mugen;Mugen
Music-Player;Music Player
NEC-PC-Engine;NEC PC Engine
NEC-PC-Engine-CD;NEC PC Engine-CD
NEC-PC-8801;NEC PC-8801
NEC-PC-9801;NEC PC-9801
NEC-PC-FX;NEC PC-FX
NEC-SuperGrafx;NEC SuperGrafx
NEC-TurboGrafx-16;NEC TurboGrafx-16
NEC-Turbografx-CD;NEC Turbografx-CD
NEC-TurboGrafx-Express;NEC TurboGrafx-Express
NESiCAxLive;NESiCAxLive
Nintendo-3DS;Nintendo 3DS
Nintendo-3DS-Brazil-Games-Translated;Nintendo 3DS Brazil Games Translated
Nintendo-64;Nintendo 64
Nintendo-64-Brazil-Games-Translated;Nintendo 64 Brazil Games Translated
Nintendo-64-HD;Nintendo 64 HD
Nintendo-64DD;Nintendo 64DD
Nintendo-DS;Nintendo DS
Nintendo-DS-Brazil-Games-Translated;Nintendo DS Brazil Games Translated
Nintendo-Entertainment-System;Nintendo Entertainment System
Nintendo-Entertainment-System-Brazil-Games-Translated;Nintendo Entertainment System Brazil Games Translated
Nintendo-Entertainment-System-Hacks;Nintendo Entertainment System Hacks
Nintendo-Entertainment-System-Homebrew;Nintendo Entertainment System Homebrew
Nintendo-Entertainment-System-Homebrews;Nintendo Entertainment System Homebrews
Nintendo-Entertainment-System-Mini;Nintendo Entertainment System Mini
Nintendo-Famicom;Nintendo Famicom
Nintendo-Famicom-Disk-System;Nintendo Famicom Disk System
Nintendo-Game-&-Watch;Nintendo Game & Watch
Nintendo-Game-Boy;Nintendo Game Boy
Nintendo-Game-Boy-2p;Nintendo Game Boy 2p
Nintendo-Game-Boy-Advance;Nintendo Game Boy Advance
Nintendo-Game-Boy-Advance-Brazil-Games-Translated;Nintendo Game Boy Advance Brazil Games Translated
Nintendo-Game-Boy-Brazil-Games-Translated;Nintendo Game Boy Brazil Games Translated
Nintendo-Game-Boy-Color;Nintendo Game Boy Color
Nintendo-Game-Boy-Color-2p;Nintendo Game Boy Color 2p
Nintendo-Game-Boy-Color-Brazil-Games-Translated;Nintendo Game Boy Color Brazil Games Translated
Nintendo-GameCube;Nintendo GameCube
Nintendo-Pokemon-Mini;Nintendo Pokemon Mini
Nintendo-Satellaview;Nintendo Satellaview
Nintendo-Sufami-Turbo;Nintendo Sufami Turbo
Nintendo-Super-Famicom;Nintendo Super Famicom
Nintendo-Super-Game-Boy;Nintendo Super Game Boy
Nintendo-Switch;Nintendo Switch
Nintendo-Switch-(ryujinx);Nintendo Switch (ryujinx)
Nintendo-Virtual-Boy;Nintendo Virtual Boy
Nintendo-Wii;Nintendo Wii
Nintendo-Wii-Brazil-Games-Translated;Nintendo Wii Brazil Games Translated
Nintendo-Wii-Hacks;Nintendo Wii Hacks
Nintendo-Wii-Homebrew;Nintendo Wii Homebrew
Nintendo-Wii-U;Nintendo Wii U
Nintendo-WiiWare;Nintendo WiiWare
Nokia-N-Gage;Nokia N-Gage
OpenBor;OpenBor
Othello-Multivision;Othello Multivision
OUYA;OUYA
Palm;Palm
PC-Games;PC Games
Phantom-System;Phantom System
Philips-CD-i;Philips CD-i
Pinball-Arcade;Pinball Arcade
Pinball-FX2;Pinball FX2
Pinball-FX3;Pinball FX3
Pioneer-Palcom-Laserdisc;Pioneer Palcom Laserdisc
Pokemon-Mini;Pokemon Mini
PopCap;PopCap
RCA-Studio-II;RCA Studio II
RetroArch;RetroArch
Sammy-Atomiswave;Sammy Atomiswave
ScummVM;ScummVM
Sega-32X;Sega 32X
Sega-CD;Sega CD
Sega-Chihiro;Sega Chihiro
Sega-Dreamcast;Sega Dreamcast
Sega-Game-Gear;Sega Game Gear
Sega-Genesis;Sega Genesis
Sega-Hikaru;Sega Hikaru
Sega-Mark-III;Sega Mark III
Sega-Master-System;Sega Master System
Sega-Master-System-Brazil-Games-Translated;Sega Master System Brazil Games Translated
Sega-Master-System-Hacks;Sega Master System Hacks
Sega-Master-System-TecToy;Sega Master System TecToy
Sega-Mega-CD;Sega Mega CD
Sega-Mega-Drive;Sega Mega Drive
Sega-Mega-Drive-Brazil-Games-Translated;Sega Mega Drive Brazil Games Translated
Sega-Mega-Drive-Hacks;Sega Mega Drive Hacks
Sega-Mega-Drive-Homebrew;Sega Mega Drive Homebrew
Sega-Mega-Drive-Japan;Sega Mega Drive Japan
Sega-Model-1;Sega Model 1
Sega-Model-2;Sega Model 2
Sega-Model-3;Sega Model 3
Sega-Naomi;Sega Naomi
Sega-PICO;Sega PICO
Sega-Ringedge;Sega Ringedge
Sega-Saturn;Sega Saturn
Sega-SC-3000;Sega SC-3000
Sega-SG-1000;Sega SG-1000
Sega-ST-V;Sega ST-V
Sega-System-16;Sega System 16
Sega-System-24;Sega System 24
Sega-Triforce;Sega Triforce
Sega-VMU;Sega VMU
Sega-X-Board;Sega X Board
Sega-Y-Board;Sega Y Board
Sharp-X1;Sharp X1
Sharp-X68000;Sharp X68000
Sinclair-ZX-Spectrum;Sinclair ZX Spectrum
Sinclair-ZX81;Sinclair ZX81
SNK-Neo-Geo-AES;SNK Neo Geo AES
SNK-Neo-Geo-AES-Hacks;SNK Neo Geo AES Hacks
SNK-Neo-Geo-CD;SNK Neo Geo CD
SNK-Neo-Geo-Hack;SNK Neo Geo Hack
SNK-Neo-Geo-Pocket;SNK Neo Geo Pocket
SNK-Neo-Geo-Pocket-Color;SNK Neo Geo Pocket Color
Sony-PlayStation;Sony PlayStation
Sony-PlayStation-2;Sony PlayStation 2
Sony-PlayStation-2-Brazil-Games-Translated;Sony PlayStation 2 Brazil Games Translated
Sony-PlayStation-3;Sony PlayStation 3
Sony-PlayStation-4;Sony PlayStation 4
Sony-PlayStation-Brazil-Games-Translated;Sony PlayStation Brazil Games Translated
Sony-PlayStation-Minis;Sony PlayStation Minis
Sony-PlayStation-Portable;Sony PlayStation Portable
Sony-PlayStation-Vita;Sony PlayStation Vita
Sony-PocketStation;Sony PocketStation
Sord-M5;Sord M5
Spectravideo;Spectravideo
Steam;Steam
Super-Nintendo-Entertainment-System;Super Nintendo Entertainment System
Super-Nintendo-Entertainment-System-Brazil-Games-Translated;Super Nintendo Entertainment System Brazil Games Translated
Super-Nintendo-Entertainment-System-Hack;Super Nintendo Entertainment System Hack
Super-Nintendo-Entertainment-System-Hacks;Super Nintendo Entertainment System Hacks
Super-Nintendo-Entertainment-System-Homebrew;Super Nintendo Entertainment System Homebrew
Super-Nintendo-MSU-1;Super Nintendo MSU-1
Taito-Type-X;Taito Type X
Taito-Type-X2;Taito Type X2
Tandy-TRS-80;Tandy TRS-80
TeknoParrot;TeknoParrot
Touhou-Project;Touhou Project
VTech-CreatiVision;VTech CreatiVision
Watara-Supervision;Watara Supervision
WoW-Action-Max;WoW Action Max
ZINC;ZINC
The 3DO Company - 3DO-content;3DO Interactive Multiplayer
Bandai - Bandai WonderSwan;Bandai WonderSwan
Bandai - Bandai WonderSwan Color;Bandai WonderSwan Color
Commodore - Commodore 128;Commodore 128
Commodore - Commodore 16 & Plus4;Commodore 16 & Plus4
Commodore - Commodore 20;Commodore 20
Commodore - Commodore 64;Commodore 64
Commodore - Commodore Amiga;Commodore Amiga
Commodore - Commodore Amiga 1200;Commodore Amiga 1200
Commodore - Commodore Amiga 500;Commodore Amiga 500
Commodore - Commodore Amiga 600;Commodore Amiga 600
Commodore - Commodore Amiga CD32;Commodore Amiga CD32
Commodore - Commodore Amiga CDTV;Commodore Amiga CDTV
Commodore - Commodore CDTV;Commodore CDTV
Commodore - Commodore PET;Commodore PET
Commodore - Commodore VIC-20;Commodore VIC-20
Microsoft - Microsoft MS-DOS;Microsoft MS-DOS
Microsoft - Microsoft MSX;Microsoft MSX
Microsoft - Microsoft MSX Turbo-R;Microsoft MSX Turbo-R
Microsoft - Microsoft MSX2;Microsoft MSX2
Microsoft - Microsoft MSX2+;Microsoft MSX2+
Microsoft - Microsoft Xbox;Microsoft Xbox
Microsoft - Microsoft Xbox (Cxbx);Microsoft Xbox (Cxbx)
Microsoft - Microsoft Xbox 360;Microsoft Xbox 360
Microsoft - Microsoft Xbox One;Microsoft Xbox One
NEC - NEC PC Engine;NEC PC Engine
NEC - NEC PC Engine-CD;NEC PC Engine-CD
NEC - NEC PC-8801;NEC PC-8801
NEC - NEC PC-9801;NEC PC-9801
NEC - NEC PC-FX;NEC PC-FX
NEC - NEC SuperGrafx;NEC SuperGrafx
NEC - NEC TurboGrafx-16;NEC TurboGrafx-16
NEC - NEC Turbografx-CD;NEC Turbografx-CD
NEC - NEC TurboGrafx-Express;NEC TurboGrafx-Express
Nintendo - Nintendo 3DS;Nintendo 3DS
Nintendo - Nintendo 3DS Brazil Games Translated;Nintendo 3DS Brazil Games Translated
Nintendo - Nintendo 64;Nintendo 64
Nintendo - Nintendo 64 Brazil Games Translated;Nintendo 64 Brazil Games Translated
Nintendo - Nintendo 64 HD;Nintendo 64 HD
Nintendo - Nintendo 64DD;Nintendo 64DD
Nintendo - Nintendo DS;Nintendo DS
Nintendo - Nintendo DS Brazil Games Translated;Nintendo DS Brazil Games Translated
Nintendo - Nintendo Entertainment System;Nintendo Entertainment System
Nintendo - Nintendo Entertainment System Brazil Games Translated;Nintendo Entertainment System Brazil Games Translated
Nintendo - Nintendo Entertainment System Hacks;Nintendo Entertainment System Hacks
Nintendo - Nintendo Entertainment System Homebrew;Nintendo Entertainment System Homebrew
Nintendo - Nintendo Entertainment System Homebrews;Nintendo Entertainment System Homebrews
Nintendo - Nintendo Entertainment System Mini;Nintendo Entertainment System Mini
Nintendo - Nintendo Famicom;Nintendo Famicom
Nintendo - Nintendo Famicom Disk System;Nintendo Famicom Disk System
Nintendo - Nintendo Game & Watch;Nintendo Game & Watch
Nintendo - Nintendo Game Boy;Nintendo Game Boy
Nintendo - Nintendo Game Boy 2p;Nintendo Game Boy 2p
Nintendo - Nintendo Game Boy Advance;Nintendo Game Boy Advance
Nintendo - Nintendo Game Boy Advance Brazil Games Translated;Nintendo Game Boy Advance Brazil Games Translated
Nintendo - Nintendo Game Boy Brazil Games Translated;Nintendo Game Boy Brazil Games Translated
Nintendo - Nintendo Game Boy Color;Nintendo Game Boy Color
Nintendo - Nintendo Game Boy Color 2p;Nintendo Game Boy Color 2p
Nintendo - Nintendo Game Boy Color Brazil Games Translated;Nintendo Game Boy Color Brazil Games Translated
Nintendo - Nintendo GameCube;Nintendo GameCube
Nintendo - Nintendo Pokemon Mini;Nintendo Pokemon Mini
Nintendo - Nintendo Satellaview;Nintendo Satellaview
Nintendo - Nintendo Sufami Turbo;Nintendo Sufami Turbo
Nintendo - Nintendo Super Famicom;Nintendo Super Famicom
Nintendo - Nintendo Super Game Boy;Nintendo Super Game Boy
Nintendo - Nintendo Switch;Nintendo Switch
Nintendo - Nintendo Switch (ryujinx);Nintendo Switch (ryujinx)
Nintendo - Nintendo Virtual Boy;Nintendo Virtual Boy
Nintendo - Nintendo Wii;Nintendo Wii
Nintendo - Nintendo Wii Brazil Games Translated;Nintendo Wii Brazil Games Translated
Nintendo - Nintendo Wii Hacks;Nintendo Wii Hacks
Nintendo - Nintendo Wii Homebrew;Nintendo Wii Homebrew
Nintendo - Nintendo Wii U;Nintendo Wii U
Nintendo - Nintendo WiiWare;Nintendo WiiWare
Sega - Sega 32X;Sega 32X
Sega - Sega CD;Sega CD
Sega - Sega Chihiro;Sega Chihiro
Sega - Sega Dreamcast;Sega Dreamcast
Sega - Sega Game Gear;Sega Game Gear
Sega - Sega Genesis;Sega Genesis
Sega - Sega Hikaru;Sega Hikaru
Sega - Sega Mark III;Sega Mark III
Sega - Sega Master System;Sega Master System
Sega - Sega Master System Brazil Games Translated;Sega Master System Brazil Games Translated
Sega - Sega Master System Hacks;Sega Master System Hacks
Sega - Sega Master System TecToy;Sega Master System TecToy
Sega - Sega Mega CD;Sega Mega CD
Sega - Sega Mega Drive;Sega Mega Drive
Sega - Sega Mega Drive Brazil Games Translated;Sega Mega Drive Brazil Games Translated
Sega - Sega Mega Drive Hacks;Sega Mega Drive Hacks
Sega - Sega Mega Drive Homebrew;Sega Mega Drive Homebrew
Sega - Sega Mega Drive Japan;Sega Mega Drive Japan
Sega - Sega Model 1;Sega Model 1
Sega - Sega Model 2;Sega Model 2
Sega - Sega Model 3;Sega Model 3
Sega - Sega Naomi;Sega Naomi
Sega - Sega PICO;Sega PICO
Sega - Sega Ringedge;Sega Ringedge
Sega - Sega Saturn;Sega Saturn
Sega - Sega SC-3000;Sega SC-3000
Sega - Sega SG-1000;Sega SG-1000
Sega - Sega ST-V;Sega ST-V
Sega - Sega System 16;Sega System 16
Sega - Sega System 24;Sega System 24
Sega - Sega Triforce;Sega Triforce
Sega - Sega VMU;Sega VMU
Sega - Sega X Board;Sega X Board
Sega - Sega Y Board;Sega Y Board
SNK - SNK Neo Geo AES;SNK Neo Geo AES
SNK - SNK Neo Geo AES Hacks;SNK Neo Geo AES Hacks
SNK - SNK Neo Geo CD;SNK Neo Geo CD
SNK - SNK Neo Geo Hack;SNK Neo Geo Hack
SNK - SNK Neo Geo Pocket;SNK Neo Geo Pocket
SNK - SNK Neo Geo Pocket Color;SNK Neo Geo Pocket Color
Sony - Sony PlayStation;Sony PlayStation
Sony - Sony PlayStation 2;Sony PlayStation 2
Sony - Sony PlayStation 2 Brazil Games Translated;Sony PlayStation 2 Brazil Games Translated
Sony - Sony PlayStation 3;Sony PlayStation 3
Sony - Sony PlayStation 4;Sony PlayStation 4
Sony - Sony PlayStation Brazil Games Translated;Sony PlayStation Brazil Games Translated
Sony - Sony PlayStation Minis;Sony PlayStation Minis
Sony - Sony PlayStation Portable;Sony PlayStation Portable
Sony - Sony PlayStation Vita;Sony PlayStation Vita
Sony - Sony PocketStation;Sony PocketStation
Nintendo - Super Nintendo Entertainment System;Super Nintendo Entertainment System
Nintendo - Super Nintendo Entertainment System Brazil Games Translated;Super Nintendo Entertainment System Brazil Games Translated
Nintendo - Super Nintendo Entertainment System Hack;Super Nintendo Entertainment System Hack
Nintendo - Super Nintendo Entertainment System Hacks;Super Nintendo Entertainment System Hacks
Nintendo - Super Nintendo Entertainment System Homebrew;Super Nintendo Entertainment System Homebrew
Nintendo - Super Nintendo MSU-1;Super Nintendo MSU-1
Bandai -  WonderSwan;Bandai WonderSwan
Bandai -  WonderSwan Color;Bandai WonderSwan Color
Commodore - 128;Commodore 128
Commodore - 16 & Plus4;Commodore 16 & Plus4
Commodore - 20;Commodore 20
Commodore - 64;Commodore 64
Commodore - Amiga;Commodore Amiga
Commodore - Amiga 1200;Commodore Amiga 1200
Commodore - Amiga 500;Commodore Amiga 500
Commodore - Amiga 600;Commodore Amiga 600
Commodore - Amiga CD32;Commodore Amiga CD32
Commodore - Amiga CDTV;Commodore Amiga CDTV
Commodore - CDTV;Commodore CDTV
Commodore - PET;Commodore PET
Commodore - VIC-20;Commodore VIC-20
Microsoft -  MS-DOS;Microsoft MS-DOS
Microsoft -  MSX;Microsoft MSX
